,날짜,feat_a,feat_b,feat_c,feat_d,feat_e,feat_f,매출
632,2020. 3. 8,19658797,116630,7160,151,4479,2686033,14920429
633,2020. 3. 7,20022258,118087,3618,146,4611,2609559,14665645
634,2020. 3. 6,26729741,126922,8299,171,4749,2690547,19060901
635,2020. 3. 5,27720080,134885,3643,155,4805,2825897,18039427
636,2020. 3. 4,27864541,130437,2537,161,4658,2956130,17993596
637,2020. 3. 3,28200265,129557,5782,158,5318,2613518,17906248
638,2020. 3. 2,29223798,135028,2390,151,4402,2470712,17925253
639,2020. 3. 1,21712227,129688,7959,137,4896,2720166,15044781
640,2020. 2. 29,21474425,125843,2244,147,4520,3160462,15340969
641,2020. 2. 28,28737754,134974,977,163,4841,3382231,18607035
642,2020. 2. 27,28679170,130511,2779,164,4782,2843891,18548120
643,2020. 2. 26,28309811,121576,157,178,4694,2445891,19139103
644,2020. 2. 25,29561730,125550,9115,175,4654,2145371,19886478
645,2020. 2. 24,28544183,122440,2391,171,4317,1954450,18956516
646,2020. 2. 23,21595353,121768,7169,159,4207,2662714,16640686
647,2020. 2. 22,21437054,116967,3873,164,4264,2660950,16506900
648,2020. 2. 21,28088290,119040,7584,193,4158,2930875,20053185
649,2020. 2. 20,27963187,115529,5465,196,4279,3056976,19587238
650,2020. 2. 19,26661768,109941,2243,195,4066,2637180,18841097
651,2020. 2. 18,26285630,111059,2861,194,4166,2654981,18900068
652,2020. 2. 17,25866036,111761,9842,199,4223,2860179,19384359
653,2020. 2. 16,17385426,102894,8820,175,3819,3120711,14852402
654,2020. 2. 15,17297292,99887,4351,180,3655,3147363,14827256
655,2020. 2. 14,24589636,107402,628,204,3873,3374798,18483240
656,2020. 2. 13,24676417,108971,4029,198,4008,3345362,18244490
657,2020. 2. 12,24921584,112723,512,188,4150,2781997,18388272
658,2020. 2. 11,24571415,106397,1085,192,3467,2737949,17677770
659,2020. 2. 10,24732081,103494,5501,194,3460,2645359,17427836
660,2020. 2. 9,16848203,98846,6418,165,3455,2595305,13714335
661,2020. 2. 8,17054662,98498,273,165,3737,2495537,13738342
662,2020. 2. 7,23640726,105280,4921,185,4188,2494109,16938042
663,2020. 2. 6,24268512,105869,8901,185,3787,2235101,17387706
664,2020. 2. 5,23797758,107436,7714,180,3848,2419440,16870919
665,2020. 2. 4,23860024,106673,6347,179,3858,2603772,16450159
666,2020. 2. 3,23545973,105018,9848,180,3715,2801424,16142007
667,2020. 2. 2,16643670,100164,6003,161,3601,2750871,13326682
668,2020. 2. 1,16765183,97119,4154,167,3658,2741794,13469603
669,2020. 1. 31,24883280,103442,8103,199,3692,3056273,17548545
670,2020. 1. 30,24310201,104242,5072,203,3939,3481574,17721148
671,2020. 1. 29,23671760,102412,5592,204,4304,3361773,17491435
672,2020. 1. 28,23343924,97649,9482,208,3765,3295549,16979150
673,2020. 1. 27,16420343,93616,2882,186,3547,3828900,13627386
674,2020. 1. 26,14331353,84753,1370,183,3029,3661839,11878590
675,2020. 1. 25,13688487,82442,9747,186,2894,3562620,11736534
676,2020. 1. 24,14479830,80797,7974,197,2862,3850848,12103688
677,2020. 1. 23,21130856,90002,3715,215,3087,4020867,15358787
678,2020. 1. 22,22800430,98840,6689,213,3381,3624392,17410544
679,2020. 1. 21,22888087,95148,8325,216,3545,3662560,16930432
680,2020. 1. 20,23094557,95755,4558,226,3517,4347754,17326197
681,2020. 1. 19,15894841,86811,9460,219,3141,4525472,14464809
682,2020. 1. 18,16552244,86359,2179,227,3452,4352978,15290457
683,2020. 1. 17,22638195,95221,429,244,4018,4685052,18519742
684,2020. 1. 16,23259599,96746,3993,235,4155,4313209,18428849
685,2020. 1. 15,23176963,96571,1797,226,4005,3751396,18032653
686,2020. 1. 14,23529641,98980,2651,216,4114,3454697,17887645
687,2020. 1. 13,22838074,95883,3936,236,4043,4722664,17924687
688,2020. 1. 12,15490097,87574,3930,225,3540,5107682,14568875
689,2020. 1. 11,15663316,85682,5915,230,3561,5003476,14672420
690,2020. 1. 10,22517814,98613,821,236,3951,4429155,18815380
691,2020. 1. 9,22948450,101462,2800,231,4253,3853346,19574614
692,2020. 1. 8,23279614,101697,3363,227,4369,3749664,19333548
693,2020. 1. 7,23075451,103978,4906,215,4714,3160229,19203123
694,2020. 1. 6,22986998,103847,4639,210,4678,3020264,18794187
695,2020. 1. 5,15819979,89865,6993,207,3941,3418637,15192982
696,2020. 1. 4,15797789,88444,4142,213,3750,3530905,15267610
697,2020. 1. 3,21928400,100687,1695,218,4265,3453376,18523067
698,2020. 1. 2,22762315,103040,5368,204,4678,2411582,18580788
699,2020. 1. 1,17222393,102629,3505,173,4830,1386032,16346907
700,2019. 12. 31,25508892,96232,5754,324,3880,9177739,22014850
701,2019. 12. 30,27276997,100555,3608,332,4111,10781215,22558855
702,2019. 12. 29,18019289,89664,2721,323,3610,9637937,19348816
703,2019. 12. 28,18310010,86746,8394,330,3513,9468971,19148985
704,2019. 12. 27,25996080,97753,9105,322,4511,8276971,23212740
705,2019. 12. 26,26722558,99920,9040,297,4883,5193855,24447098
706,2019. 12. 25,18141412,94064,265,289,5045,5944440,21194007
707,2019. 12. 24,25966427,100144,1348,301,5894,6073362,24058360
708,2019. 12. 23,26500415,101451,391,286,5091,5059472,23953556
709,2019. 12. 22,17276847,89132,6864,278,3826,4475764,20259148
710,2019. 12. 21,17576991,87290,5305,284,3649,4475734,20344742
711,2019. 12. 20,25377334,94993,9484,294,4220,4230420,23727636
712,2019. 12. 19,26406049,99920,9763,273,4558,3085170,24177440
713,2019. 12. 18,26991934,101214,1046,279,4688,3973509,24284052
714,2019. 12. 17,27229481,104321,9329,272,4813,4046694,24350134
715,2019. 12. 16,26928430,103069,7109,267,4592,3933293,23596537
716,2019. 12. 15,17652499,91215,9821,266,3846,4370008,19896827
717,2019. 12. 14,17892201,91248,8729,266,3817,4367175,19933610
718,2019. 12. 13,25872919,99902,5865,285,4589,4457927,23996477
719,2019. 12. 12,26588704,102598,2781,273,4881,3961647,24013948
720,2019. 12. 11,26630686,103267,6253,264,4802,3970574,23333347
721,2019. 12. 10,26695545,104116,7290,264,4730,3894358,23541676
722,2019. 12. 9,26545144,100950,8092,260,4254,3738054,22460813
723,2019. 12. 8,17118306,92260,9685,253,3895,4054741,19332839
724,2019. 12. 7,17129092,89526,2257,259,3844,3810104,19402867
725,2019. 12. 6,25152885,98125,1122,274,4216,3822945,23063166
726,2019. 12. 5,25846942,101804,2212,270,4207,4087814,23448193
727,2019. 12. 4,25799383,102413,6432,253,4047,2695404,23182076
728,2019. 12. 3,26161558,104538,4110,248,4057,2821213,23067311
729,2019. 12. 2,26642109,104855,8813,245,4105,2628418,23092652
730,2019. 12. 1,17132364,97223,3163,224,3760,3133455,18626566
731,2019. 11. 30,17110767,90459,8983,234,3388,2979168,18233002
732,2019. 11. 29,25180662,101125,4019,242,3884,2957811,21550186
733,2019. 11. 28,26087750,104254,5138,251,3976,3046311,23160323
734,2019. 11. 27,26547383,103055,7910,274,3951,2735328,25526369
735,2019. 11. 26,26728918,104962,7812,243,4035,2168315,23385821
736,2019. 11. 25,27409544,107311,9270,231,4065,2392151,22377505
737,2019. 11. 24,17857781,96748,6735,219,3330,2837011,18393559
738,2019. 11. 23,17042488,90431,1889,228,3325,2622942,17961796
739,2019. 11. 22,25058662,100353,8247,247,3657,2828455,21926499
740,2019. 11. 21,26016107,103368,5175,237,3733,2558164,21964405
741,2019. 11. 20,26664517,105267,2809,225,3925,2364016,21318848
742,2019. 11. 19,26748051,108201,7717,226,4185,2604004,21819842
743,2019. 11. 18,26631892,110702,8166,216,4087,2066719,21873064
744,2019. 11. 17,18206886,104012,7390,189,3809,2032162,17663546
745,2019. 11. 16,17394658,94822,2564,204,3568,2112448,17223229
746,2019. 11. 15,25630410,109844,4385,224,4096,2735337,21825846
747,2019. 11. 14,25895817,105678,3273,230,4121,3489766,20864748
748,2019. 11. 13,25832582,106493,834,229,4378,3610386,20803620
749,2019. 11. 12,25778795,102299,4731,233,4278,3477732,20403446
750,2019. 11. 11,26719682,105681,6403,222,4164,2306926,21110039
751,2019. 11. 10,16919662,91304,239,213,3260,2390883,17089555
752,2019. 11. 9,17095691,87466,8399,221,2985,2253591,17056375
753,2019. 11. 8,24949304,99774,2457,231,3762,2293311,20768303
754,2019. 11. 7,25944153,103270,8350,224,3844,2306603,20853842
755,2019. 11. 6,25999408,101476,2543,227,3725,2198612,20791759
756,2019. 11. 5,26338682,102908,2379,218,3966,2118554,20275983
757,2019. 11. 4,27351279,102216,6516,216,3915,1975952,20095389
758,2019. 11. 3,17311035,93044,8484,201,3214,2071233,16660004
759,2019. 11. 2,17529395,91611,3649,207,3131,2066786,16855305
760,2019. 11. 1,25484111,100050,1828,222,3451,2222654,19994290
761,2019. 10. 31,26778704,101172,5404,230,3479,2803419,20447938
762,2019. 10. 30,26842298,102681,4671,228,3194,2512197,20915209
763,2019. 10. 29,27022269,103737,4223,226,3412,2498572,20911931
764,2019. 10. 28,26917932,105854,2109,220,3573,2512239,20800862
765,2019. 10. 27,17332422,94566,5520,209,2974,2409703,17358562
766,2019. 10. 26,17592853,93915,3027,210,2813,2222880,17486478
767,2019. 10. 25,25961617,106938,1991,223,3318,2506899,21330301
768,2019. 10. 24,26984530,109387,4800,220,3496,2290807,21788219
769,2019. 10. 23,26974611,109069,5626,215,3451,2191225,21241924
770,2019. 10. 22,26564014,106724,8845,216,3430,2160557,20856212
771,2019. 10. 21,26944805,103058,6614,211,3529,2147080,19622021
772,2019. 10. 20,17345593,91639,8056,203,3149,2478293,16079102
773,2019. 10. 19,17470773,88264,4246,207,3182,2611952,15669738
774,2019. 10. 18,25775042,102105,3144,221,3493,2598682,19951672
775,2019. 10. 17,26433674,102548,7564,221,3505,2093806,20590693
776,2019. 10. 16,26823722,102960,7130,217,3501,2166411,20153648
777,2019. 10. 15,27452537,103902,9266,210,3694,2276176,19504736
778,2019. 10. 14,28053187,102143,2865,221,3398,3795363,18785183
779,2019. 10. 13,17418093,89537,8108,204,2944,3511009,14756615
780,2019. 10. 12,17734357,89115,6705,200,3128,2519116,15342105
781,2019. 10. 11,25798890,100409,9112,207,3668,2083084,18735757
782,2019. 10. 10,27456838,102732,3100,209,3664,2639622,18882128
783,2019. 10. 9,19831179,94120,5433,210,3522,2825679,16973496
784,2019. 10. 8,28044170,100954,7619,207,3709,2204156,18650602
785,2019. 10. 7,29762163,107791,513,205,3983,2717928,19327067
786,2019. 10. 6,19580434,92367,9466,208,3223,3588777,15612301
787,2019. 10. 5,20017565,93554,4510,210,3269,3428032,16246957
788,2019. 10. 4,27503625,105434,2348,212,3631,3064561,19239902
789,2019. 10. 3,21176428,103679,4977,193,3759,2434352,17533963
790,2019. 10. 2,29727652,113663,9046,205,4277,2475964,20830091
791,2019. 10. 1,29203436,106740,7643,206,3708,2194351,19775295
792,2019. 9. 30,29078401,103410,9197,225,3567,2924491,20316411
793,2019. 9. 29,18865595,93172,3948,195,3475,2704921,15437258
794,2019. 9. 28,19274623,92035,6493,204,3110,2691613,16041650
795,2019. 9. 27,28144601,102765,964,232,3438,3130288,20685530
796,2019. 9. 26,28757378,104443,6354,227,3538,3180844,20491855
797,2019. 9. 25,28470410,104400,4811,220,3642,2721843,20233909
798,2019. 9. 24,28752505,106572,4899,214,3612,2294934,20498513
799,2019. 9. 23,29252145,107277,5922,209,3678,2241824,20168367
800,2019. 9. 22,20318118,104686,8309,193,3916,2709643,17531213
801,2019. 9. 21,19947963,98524,5272,201,3642,2443128,17362512
802,2019. 9. 20,27734681,106852,3295,216,3859,2611268,20421497
803,2019. 9. 19,27697280,105351,2413,211,3745,2494400,19776855
804,2019. 9. 18,28097345,101883,2432,229,3817,3782293,19534143
805,2019. 9. 17,28708164,105591,4546,224,3661,3648678,20010021
806,2019. 9. 16,29361882,106298,5018,217,3482,3883147,19203559
807,2019. 9. 15,19175409,97167,4624,192,3286,4109733,14590777
808,2019. 9. 14,17222675,90390,7921,184,3220,3367588,13269540
809,2019. 9. 13,15929378,87255,1225,178,3253,2761878,12746499
810,2019. 9. 12,17781055,93957,3760,178,3330,2914154,13844541
811,2019. 9. 11,25114769,100718,8582,205,3198,2970651,17699517
812,2019. 9. 10,30868477,116683,4802,200,3837,2980200,20405137
813,2019. 9. 9,32046083,119495,5169,195,3835,2993121,20351663
814,2019. 9. 8,20751130,101264,4332,191,3260,2952443,16338655
815,2019. 9. 7,23299670,115858,4009,191,4297,3862183,18283135
816,2019. 9. 6,29876520,114593,4236,210,4066,2966238,21136524
817,2019. 9. 5,29751204,115438,2165,213,3869,2666469,21959008
818,2019. 9. 4,29362359,110253,6977,223,3580,2826132,21798759
819,2019. 9. 3,29967808,110363,7324,226,3568,2635211,22310555
820,2019. 9. 2,30085334,107717,1603,226,3520,2383840,21936724
821,2019. 9. 1,19547107,92697,9981,198,2780,1798568,16595212
822,2019. 8. 31,19950625,91982,2873,209,2831,2340643,16839470
823,2019. 8. 30,28726511,105090,6645,226,3244,2589973,21111514
824,2019. 8. 29,29971138,111800,8165,218,3454,2867343,21484962
825,2019. 8. 28,29682794,110478,4401,216,3518,2607051,21243812
826,2019. 8. 27,29981071,112503,6079,206,3366,2418788,20765626
827,2019. 8. 26,29907081,109130,3816,206,3368,2522157,19983458
828,2019. 8. 25,19777863,97348,9015,179,2806,2098732,15321309
829,2019. 8. 24,19978431,95856,7865,182,2974,2018187,15467677
830,2019. 8. 23,28781011,108324,4497,201,3602,2134089,19618839
831,2019. 8. 22,30281495,113497,515,198,3583,2027465,20489124
832,2019. 8. 21,29861885,112029,3784,200,3423,2062290,20389448
833,2019. 8. 20,29141624,111102,7322,202,3274,1867495,20621170
834,2019. 8. 19,29965484,108792,676,200,3358,1775507,19931031
835,2019. 8. 18,20195657,96946,6830,179,2775,2190696,15131788
836,2019. 8. 17,20294711,96795,2586,182,2974,2609429,15029332
837,2019. 8. 16,27950468,109232,5914,195,3265,2746783,18505659
838,2019. 8. 15,21651409,111343,7540,178,2926,2760199,17059240
839,2019. 8. 14,29266072,114150,4382,197,3263,3074995,19466849
840,2019. 8. 13,29672944,115467,3584,194,3280,3231838,19170569
841,2019. 8. 12,30490094,116996,7790,190,3367,2574348,19614826
842,2019. 8. 11,19778150,102871,5790,179,2851,2623835,15792200
843,2019. 8. 10,19875563,102688,9615,182,2810,2569202,16085155
844,2019. 8. 9,28322166,112400,1634,209,3322,3516714,20014833
845,2019. 8. 8,29708479,111827,8788,211,3382,3978123,19571460
846,2019. 8. 7,29697030,112751,3404,207,3388,3944176,19361999
847,2019. 8. 6,30118192,115727,3717,201,3270,3914691,19362891
848,2019. 8. 5,29339496,111585,1315,199,3290,3317529,18845159
849,2019. 8. 4,18879947,99100,8659,179,2883,2922714,14808343
850,2019. 8. 3,19517621,98036,956,182,3005,2869734,14983236
851,2019. 8. 2,27163452,108977,853,196,3548,2719524,18601751
852,2019. 8. 1,27024641,110743,9988,188,3384,1545279,19308877
853,2019. 7. 31,27706047,110632,8745,195,3305,1773829,19853537
854,2019. 7. 30,27551029,109772,3207,201,3169,2326711,19741858
855,2019. 7. 29,27661964,109168,4112,204,2930,3198907,19036940
856,2019. 7. 28,18420206,100104,5102,184,2583,1868008,16530729
857,2019. 7. 27,19157889,98194,2952,189,2619,1848732,16684873
858,2019. 7. 26,28024043,114520,3367,200,3089,1965814,20929451
859,2019. 7. 25,28757856,115966,5383,205,2939,2110501,21681193
860,2019. 7. 24,29350390,117810,7112,200,3057,2235305,21276965
861,2019. 7. 23,29116395,113235,6004,210,2975,2412609,21311190
862,2019. 7. 22,30118158,112918,7225,213,3054,2460303,21633293
863,2019. 7. 21,19525512,102690,4404,197,10658,2234153,17945278
864,2019. 7. 20,20973070,108958,3702,196,10979,2293414,19104862
865,2019. 7. 19,29073044,116033,9880,212,11970,2360442,22237139
866,2019. 7. 18,29699431,116798,8134,210,12098,2203547,22332730
867,2019. 7. 17,29282839,115771,3089,204,12088,2090671,21532412
868,2019. 7. 16,29682791,115497,435,203,12349,2108632,21375846
869,2019. 7. 15,29894301,111580,1096,211,12728,2032464,21540793
870,2019. 7. 14,19316093,100514,1759,196,11142,2050415,17684430
871,2019. 7. 13,19728169,98884,9151,203,11072,2026333,18094675
872,2019. 7. 12,28079000,107595,2658,222,11780,2237783,21635846
873,2019. 7. 11,29118262,112675,9234,219,12243,2203465,22440163
874,2019. 7. 10,29817389,113359,7048,212,12533,1951539,22130684
875,2019. 7. 9,28945840,114086,4080,210,12506,1891646,22106295
876,2019. 7. 8,28814548,117520,475,205,13106,1688048,22443603
877,2019. 7. 7,19021247,102132,7770,199,11121,1428984,18846938
878,2019. 7. 6,19287018,101739,7429,199,11071,1468718,18814883
879,2019. 7. 5,27604389,112332,6212,218,11942,1859174,22617766
880,2019. 7. 4,28111383,111063,203,225,12359,1720008,23217437
881,2019. 7. 3,28325599,109717,5253,221,12553,1366560,22856542
882,2019. 7. 2,27996185,110416,1740,224,12490,1477676,23240827
883,2019. 7. 1,28052851,106764,5103,226,12855,1201277,22894994
884,2019. 6. 30,18924991,99862,1670,214,11321,840168,20557276
885,2019. 6. 29,19204485,100014,2117,213,11417,880621,20450313
886,2019. 6. 28,26759086,105956,4108,231,11849,1060779,23381832
887,2019. 6. 27,28220347,106091,6275,235,12184,1159631,23770329
888,2019. 6. 26,27153632,106959,5764,235,12489,1209484,23948354
889,2019. 6. 25,26964977,103783,5986,237,12506,1367319,23250939
890,2019. 6. 24,27603952,108919,1937,234,13051,1763681,23690865
891,2019. 6. 23,17781968,87293,2520,240,11159,1802940,19155339
892,2019. 6. 22,18370281,88037,1156,243,10939,1815859,19582834
893,2019. 6. 21,25809792,97371,2287,255,11971,1831700,22965921
894,2019. 6. 20,26961917,97614,6411,258,11913,2034557,23197153
895,2019. 6. 19,27011621,97535,4918,249,11853,1930971,22313073
896,2019. 6. 18,27537197,100438,8178,248,12037,2314301,22586695
897,2019. 6. 17,28007655,99667,8087,247,12364,2357945,22285210
898,2019. 6. 16,18706005,90280,1711,234,11177,2505974,18656559
899,2019. 6. 15,18800161,90549,9000,233,10970,2339243,18761991
900,2019. 6. 14,26132575,95959,2337,249,11549,2311646,21617202
901,2019. 6. 13,27283050,99775,564,246,11983,2218189,22371837
902,2019. 6. 12,27949679,100778,5230,238,11736,1909081,22053945
903,2019. 6. 11,27515979,98214,3671,236,11772,1914910,21226997
904,2019. 6. 10,28607350,101378,4640,229,12408,2008057,21177378
905,2019. 6. 9,19791470,93997,1631,212,10962,1399098,18486578
906,2019. 6. 8,19422614,91602,8894,215,10990,1451279,18284164
907,2019. 6. 7,26436327,100302,3464,234,12080,2219078,21232090
908,2019. 6. 6,20567443,97953,5584,227,11007,2498982,19716337
909,2019. 6. 5,27924409,98169,1463,250,12030,2452707,22055540
910,2019. 6. 4,28279169,105558,4134,240,12606,2534023,22791186
911,2019. 6. 3,28570480,102029,1921,234,12275,2407751,21427079
912,2019. 6. 2,18828087,85906,1896,224,9783,2270382,17000186
913,2019. 6. 1,18990590,87201,6343,228,9999,2096556,17775050
914,2019. 5. 31,27481943,92725,2859,258,10758,2097664,21824644
915,2019. 5. 30,28643315,102423,5256,236,11124,1837495,22292954
916,2019. 5. 29,28084589,98326,4535,243,11109,1838889,22008241
917,2019. 5. 28,28096375,95472,2300,253,11456,1934563,22214548
918,2019. 5. 27,29376628,103039,3227,238,12413,2227610,22319009
919,2019. 5. 26,18897193,86517,714,241,10234,2167822,18688188
920,2019. 5. 25,18600502,85185,5376,243,10255,2053604,18631677
921,2019. 5. 24,26661276,97022,4847,255,11188,1936532,22792628
922,2019. 5. 23,27484384,97960,8306,249,11471,2022781,22322635
923,2019. 5. 22,26666955,95546,6181,245,11405,2119250,21247015
924,2019. 5. 21,26562142,97265,9178,242,11303,2152461,21373878
925,2019. 5. 20,27483796,104660,9797,231,11605,2151240,22041415
926,2019. 5. 19,18774449,106219,5112,212,10700,2067256,20422121
927,2019. 5. 18,18661293,90354,4652,233,10463,1984089,19034055
928,2019. 5. 17,26077112,99858,1404,239,11360,1989421,21916313
929,2019. 5. 16,27065410,100659,4888,239,11354,2013137,22083684
930,2019. 5. 15,27275638,99074,2190,242,11720,2332361,21644887
931,2019. 5. 14,27792089,100688,5942,240,11779,2566955,21558227
932,2019. 5. 13,27963315,100830,1666,234,11922,2496454,21118770
933,2019. 5. 12,18011714,86134,9137,224,10354,2420260,16882865
934,2019. 5. 11,18305515,85240,5416,224,10392,2269029,16865896
935,2019. 5. 10,26103471,95952,1976,231,11417,2321339,19830969
936,2019. 5. 9,27228335,97873,9265,228,11774,2407146,19945004
937,2019. 5. 8,27039068,95478,1351,231,12738,2539511,19550282
938,2019. 5. 7,27494174,93956,1397,237,12193,2563848,19661347
939,2019. 5. 6,19652427,89059,5779,219,11588,2429172,17102942
940,2019. 5. 5,16346828,77529,4641,229,10850,2297529,15453578
941,2019. 5. 4,17562454,82390,5901,223,10414,2344197,15991885
942,2019. 5. 3,25614319,93299,2049,240,11715,2535631,19896348
943,2019. 5. 2,26941057,94676,4507,237,11747,2529060,19936532
944,2019. 5. 1,21273584,89452,9286,235,11571,2114987,18944745
945,2019. 4. 30,27181606,91788,9161,267,11547,2671057,21864086
946,2019. 4. 29,28153580,100475,8846,242,12458,2465048,21874213
947,2019. 4. 28,17265631,85078,8440,225,10542,2298494,16804459
948,2019. 4. 27,17813060,83343,3542,223,10225,1727705,16867075
949,2019. 4. 26,26745720,98260,8158,236,11657,1873498,21340493
950,2019. 4. 25,28280883,103336,2703,231,12139,2055962,21821048
951,2019. 4. 24,27910380,99205,9743,239,11914,2282622,21471574
952,2019. 4. 23,28533478,104718,8593,234,12367,2577002,21948433
953,2019. 4. 22,26409432,95008,8722,228,11661,2511098,19195767
954,2019. 4. 21,18826471,91227,7017,217,10542,2719059,17033362
955,2019. 4. 20,19044246,88477,3622,217,10441,1849579,17329793
956,2019. 4. 19,27002081,98920,6224,232,11695,1848371,21080125
957,2019. 4. 18,28262685,103793,4635,220,6847,1858589,21009746
958,2019. 4. 17,27706264,102340,5304,223,4196,1980781,20792650
959,2019. 4. 16,28177141,103697,6945,219,4207,1878778,20854335
960,2019. 4. 15,28376151,103783,4065,219,4090,1988755,20715428
961,2019. 4. 14,19294569,99815,1067,200,3894,2117043,17880272
962,2019. 4. 13,19051067,92279,4781,205,3822,1867657,17026148
963,2019. 4. 12,26521534,104269,1249,218,4430,1722363,20974603
964,2019. 4. 11,27289105,105271,7443,223,4698,1780737,21742203
965,2019. 4. 10,28038732,103156,4628,226,4490,2041585,21245705
966,2019. 4. 9,28655598,107616,6245,213,4550,2164790,20740215
967,2019. 4. 8,28678520,106364,8763,212,4285,1751789,20812557
968,2019. 4. 7,18594666,95657,5358,195,3684,1828883,16835151
969,2019. 4. 6,18972633,95007,6747,200,3946,1768615,17211347
970,2019. 4. 5,27434055,105370,1683,213,4262,1897821,20496777
971,2019. 4. 4,27510174,103477,7375,217,4251,1833387,20587762
972,2019. 4. 3,27626355,103338,8036,217,4380,1667920,20772304
973,2019. 4. 2,27528949,105294,5294,215,4644,1798008,20829576
974,2019. 4. 1,27665997,108826,1524,211,4655,1611136,21324175
975,2019. 3. 31,18260419,100214,5597,215,4157,1518463,19986775
976,2019. 3. 30,18756389,99539,4376,231,4317,2449001,20591349
977,2019. 3. 29,26213305,103236,233,240,4572,1831064,22932965
978,2019. 3. 28,27361899,107255,6692,231,4750,1970316,22791192
979,2019. 3. 27,27500836,107456,7367,233,4605,2079096,23003454
980,2019. 3. 26,27414036,108601,1972,229,4493,1865622,22974840
981,2019. 3. 25,27826198,110973,5439,220,4377,1449513,22997609
982,2019. 3. 24,18168332,98101,2242,204,4055,1527688,18439780
983,2019. 3. 23,18655062,102613,8530,202,4613,1528938,19164751
984,2019. 3. 22,26157711,114182,2930,210,5433,1616106,22413298
985,2019. 3. 21,26932551,118719,5920,210,5588,1629661,23242585
986,2019. 3. 20,27196026,118473,4327,209,4960,1882830,22852075
987,2019. 3. 19,26678174,89825,2648,257,2406,2004671,21090072
988,2019. 3. 18,26554775,87208,441,255,1910,1997337,20279184
989,2019. 3. 17,17346843,80759,7594,231,1490,1942218,16681005
990,2019. 3. 16,17656044,79402,5306,235,1829,1981329,16682545
991,2019. 3. 15,25608705,85497,6371,257,1926,2293102,19682643
992,2019. 3. 14,26161202,83813,9127,253,1934,2693877,18550895
993,2019. 3. 13,26629446,84637,4886,253,1951,3873703,17537495
994,2019. 3. 12,26650311,83618,6711,244,1951,3114163,17298255
995,2019. 3. 11,26296093,86862,2120,240,1964,1974214,18868717
996,2019. 3. 10,16893427,82849,3961,220,1797,2146753,16046722
997,2019. 3. 9,16513444,75696,2392,230,1641,2304612,15135874
998,2019. 3. 8,24167276,86563,2922,240,1704,2565944,18236555
999,2019. 3. 7,25055145,86822,771,241,1746,2676738,18264841
1000,2019. 3. 6,25272016,86885,9942,240,1950,2696609,18172097
1001,2019. 3. 5,25136665,85278,9953,240,1807,2555700,17921759
1002,2019. 3. 4,24280207,83817,1238,238,1664,2200972,17753080
1003,2019. 3. 3,16190460,81446,7720,207,1450,2116356,14767321
1004,2019. 3. 2,16013652,79638,478,210,1477,2037278,14701071
1005,2019. 3. 1,15869682,79266,8694,216,1515,2247343,14868094
1006,2019. 2. 28,23949315,76982,555,282,1529,1958963,19766834
1007,2019. 2. 27,24537853,80567,1755,263,1568,1758384,19450013
1008,2019. 2. 26,23615597,82387,3452,255,1550,2214630,18820593
1009,2019. 2. 25,23719084,83796,6784,247,1506,1999692,18689775
1010,2019. 2. 24,15091769,76089,1641,226,1220,1941688,15275315
1011,2019. 2. 23,15154117,73680,4527,234,1337,1840155,15408616
1012,2019. 2. 22,22049239,80759,9387,263,1521,2062248,19206674
1013,2019. 2. 21,22504215,84426,5747,256,1497,1990077,19622883
1014,2019. 2. 20,22673192,85578,9626,244,1616,2191451,18702891
1015,2019. 2. 19,24698449,89425,238,241,1263,2449159,19108586
1016,2019. 2. 18,24186164,86151,9711,235,1543,2066042,18169426
1017,2019. 2. 17,15679018,79707,1193,205,1470,1958052,14408633
1018,2019. 2. 16,16078424,78247,6539,214,1484,1951424,14770477
1019,2019. 2. 15,23263761,87377,4038,235,1597,2307528,18202723
1020,2019. 2. 14,23764467,86017,4962,238,1748,2168267,18300718
1021,2019. 2. 13,24029410,85631,9545,237,1613,1747049,18506329
1022,2019. 2. 12,24272657,85369,1790,241,1644,1924332,18676361
1023,2019. 2. 11,24866012,81963,3912,241,1624,1779854,17947725
1024,2019. 2. 10,16123240,80170,9790,203,1395,1444673,14813824
1025,2019. 2. 9,16164319,75339,4496,215,1425,1475299,14713219
1026,2019. 2. 8,23320713,82330,3818,229,1555,1468279,17409750
1027,2019. 2. 7,23737452,83900,2143,225,1497,1654814,17210635
1028,2019. 2. 6,15037080,74589,930,200,1290,1689518,13231354
1029,2019. 2. 5,13318716,66807,9049,204,1190,1767091,11871669
1030,2019. 2. 4,13908901,69043,573,200,1173,1810519,11978962
1031,2019. 2. 3,14578596,75748,8078,196,1388,1854464,12999791
1032,2019. 2. 2,15279302,77046,2373,197,1374,1862262,13331606
1033,2019. 2. 1,22260529,81826,5307,226,1543,1827840,16651504
1034,2019. 1. 31,24088635,80898,3853,258,1393,2080172,18791799
1035,2019. 1. 30,24607467,83811,8547,254,1405,2653468,18621434
1036,2019. 1. 29,24499190,85269,5633,248,1470,2406051,18747497
1037,2019. 1. 28,24988053,84662,2838,254,1435,2817432,18675423
1038,2019. 1. 27,16018547,72770,1657,232,1147,2295411,14602812
1039,2019. 1. 26,16440285,73468,1416,233,1245,2424493,14658564
1040,2019. 1. 25,24338008,82545,509,256,1583,2692455,18465775
1041,2019. 1. 24,24787664,82502,5452,251,1585,2381268,18363215
